image_id,degraded,neutral,improved
concrete3k::001_14.jpg,0.019957358332970222,0.07705045302214807,0.9029921886448817
concrete3k::001_2.jpg,0.0723813143761809,0.04067082359391493,0.8869478620299043
concrete3k::001_6.jpg,0.06235155453018988,0.16401344160564782,0.7736350038641622
concrete3k::011_5.jpg,0.5559459759965466,0.24128475716726958,0.20276926683618385
concrete3k::017_0.jpg,0.05423199317848686,0.27695745015893974,0.6688105566625735
concrete3k::017_20.jpg,0.1917281644733942,0.17715646490685233,0.6311153706197534
concrete3k::017_24.jpg,0.22313654680347714,0.3699763052228535,0.40688714797366926
concrete3k::017_28.jpg,0.16878839423629083,0.25827279023933436,0.5729388155243749
concrete3k::017_36.jpg,0.3253731221240376,0.29165749740575675,0.3829693804702057
concrete3k::017_44.jpg,0.19513866923634737,0.5788709438524893,0.2259903869111633
concrete3k::017_8.jpg,0.05144013912436063,0.48152107955714146,0.46703878131849796
concrete3k::018_11.jpg,0.06496297375812596,0.7550343203476991,0.1800027058941748
concrete3k::018_15.jpg,0.21084666519754816,0.5415054388338206,0.24764789596863118
concrete3k::018_27.jpg,0.3438763887141582,0.37637087751652754,0.27975273376931437
concrete3k::018_3.jpg,0.10247268969661173,0.48441306990890537,0.413114240394483
concrete3k::018_43.jpg,0.32763920132494284,0.34850197857958853,0.32385882009546857
concrete3k::018_7.jpg,0.08473586396632082,0.3239651421043231,0.5912989939293561
concrete3k::019_11.jpg,0.10890546810254303,0.4815200262234599,0.4095745056739971
concrete3k::019_2.jpg,0.17794772085761645,0.4542873381498006,0.3677649409925829
concrete3k::019_3.jpg,0.20116603590777887,0.4644982966521601,0.33433566744006105
concrete3k::019_36.jpg,0.0798472109625422,0.3531812726829045,0.5669715163545532
concrete3k::019_44.jpg,0.09091086453698907,0.28076874549511016,0.6283203899679007
concrete3k::019_8.jpg,0.10687935852397723,0.8476356549772845,0.04548498649873813
concrete3k::020_10.jpg,0.10019504071992111,0.5321732207659854,0.3676317385140934
concrete3k::020_19.jpg,0.09535571561235759,0.6364216533546779,0.26822263103296445
concrete3k::020_28.jpg,0.10628246369874868,0.5613065741418481,0.33241096215940313
concrete3k::020_33.jpg,0.46304963720146275,0.211085941947817,0.32586442085072037
concrete3k::020_34.jpg,0.1511902759596448,0.3571742263088191,0.4916354977315361
concrete3k::020_40.jpg,0.24937269605232842,0.5136392783961162,0.23698802555155538
concrete3k::020_41.jpg,0.23326980136836928,0.351830489912372,0.41489970871925874
concrete3k::020_46.jpg,0.17681594399748232,0.6234573922177492,0.1997266637847684
concrete3k::020_9.jpg,0.10929685376891488,0.8468659030693558,0.043837243161729184
concrete3k::021_13.jpg,0.14143111269176806,0.7414428232048457,0.11712606410338636
concrete3k::021_29.jpg,0.15504364587456226,0.6825731269063151,0.16238322721912252
concrete3k::021_37.jpg,0.13012337519557632,0.6368856660492683,0.2329909587551554
concrete3k::021_38.jpg,0.10892178110506588,0.6493239079977217,0.24175431089721253
concrete3k::021_4.jpg,0.1924461536931096,0.4626904426381922,0.34486340366869833
concrete3k::021_46.jpg,0.15426485337127607,0.44454691323931556,0.4011882333894084
concrete3k::023_10.jpg,0.30760428172168475,0.31894756830085563,0.3734481499774597
concrete3k::023_11.jpg,0.2208840786238559,0.5902828392375938,0.18883308213855027
concrete3k::023_18.jpg,0.3398199655444917,0.3443872210153158,0.3157928134401925
concrete3k::023_20.jpg,0.2588579199838849,0.2860602463454804,0.45508183367063476
concrete3k::023_21.jpg,0.09119459428713947,0.42202367704947835,0.48678172866338226
concrete3k::023_22.jpg,0.31621674814185097,0.5530418965971626,0.13074135526098635
concrete3k::023_31.jpg,0.10420094233595667,0.23237807308289735,0.663420984581146
concrete3k::023_39.jpg,0.17349253570450218,0.7921208682757872,0.03438659601971052
concrete3k::023_8.jpg,0.11600262334874781,0.7709711153799216,0.11302626127133056
concrete3k::024_16.jpg,0.20405540803885136,0.38514851693059127,0.4107960750305573
concrete3k::024_17.jpg,0.0519598906600877,0.19369777257763712,0.754342336762275
concrete3k::024_18.jpg,0.3856299809708245,0.5038151930666781,0.11055482596249742
concrete3k::024_26.jpg,0.280247633988832,0.28123400542133825,0.4385183605898298
concrete3k::024_28.jpg,0.17880512279549962,0.11407738038031776,0.7071174968241827
concrete3k::024_30.jpg,0.4772452771353861,0.12573375026648692,0.39702097259812685
concrete3k::024_31.jpg,0.19161082462669315,0.4879193743582506,0.32046980101505623
concrete3k::024_8.jpg,0.1038950838193873,0.5051015270901426,0.39100338909047017
concrete3k::025_16.jpg,0.4770516917649109,0.11859870514613556,0.40434960308895357
concrete3k::025_26.jpg,0.3939669009060137,0.5024624872054975,0.10357061188848875
concrete3k::025_27.jpg,0.23662600186770147,0.23802256161447027,0.5253514365178282
concrete3k::025_28.jpg,0.206214291150963,0.3061477615766542,0.48763794727238274
concrete3k::025_29.jpg,0.23610828625486505,0.3446244034634047,0.41926731028173025
concrete3k::025_31.jpg,0.2578135646323253,0.2632924272950406,0.47889400807263405
concrete3k::026_17.jpg,0.641301681079597,0.21587678715447164,0.14282153176593132
concrete3k::026_18.jpg,0.15122660886075806,0.5278484520731394,0.3209249390661026
concrete3k::026_19.jpg,0.29709833794766505,0.5797755934450136,0.12312606860732143
concrete3k::026_27.jpg,0.21372785402261996,0.7225929720433721,0.06367917393400785
concrete3k::026_28.jpg,0.14397112875525808,0.3220277983415624,0.5340010729031796
concrete3k::026_29.jpg,0.14875404209207643,0.45107289527535543,0.4001730626325681
concrete3k::026_31.jpg,0.2045673033331257,0.19452131078107449,0.6009113858857998
concrete3k::026_8.jpg,0.09466696210023118,0.8584486389891824,0.0468843989105864
concrete3k::027_10.jpg,0.24832450552054874,0.5616469277254876,0.19002856675396368
concrete3k::027_19.jpg,0.5200643881915611,0.12276486494381483,0.3571707468646241
concrete3k::027_20.jpg,0.3276887388575694,0.3038725918773363,0.36843866926509433
concrete3k::027_30.jpg,0.1971442083485142,0.7474783109217922,0.0553774807296936
concrete3k::027_38.jpg,0.38559619909146753,0.473501021672444,0.14090277923608832
concrete3k::027_39.jpg,0.10482889838896063,0.8581079591715827,0.0370631424394567
concrete3k::028_17.jpg,0.3656734685490038,0.10969033009576916,0.524636201355227
concrete3k::028_18.jpg,0.1481734255148519,0.32392029177184606,0.5279062827133021
concrete3k::028_19.jpg,0.11955001887363738,0.10222243865540288,0.7782275424709596
concrete3k::028_28.jpg,0.3831419224368158,0.21807226256518042,0.39878581499800375
concrete3k::029_26.jpg,0.2833943425930028,0.3172381945590533,0.39936746284794394
concrete3k::029_27.jpg,0.3800013445499309,0.4488702706240571,0.17112838482601186
concrete3k::029_29.jpg,0.21068301137652962,0.24489596056454668,0.5444210280589237
concrete3k::030_17.jpg,0.1382907506379237,0.1668527174553209,0.6948565319067554
concrete3k::030_21.jpg,0.23303772715355772,0.5926968604127237,0.17426541243371857
concrete3k::030_26.jpg,0.5738485508756831,0.31994760342473605,0.10620384569958094
concrete3k::030_29.jpg,0.4688475823681931,0.3070100580635835,0.2241423595682234
concrete3k::030_30.jpg,0.3859451911001273,0.2536035303447296,0.36045127855514314
concrete3k::031_18.jpg,0.4300863146529109,0.29387549190044043,0.27603819344664865
concrete3k::031_19.jpg,0.5971689741176848,0.15586560535362173,0.2469654205286935
concrete3k::031_26.jpg,0.5812113333827237,0.2646673213256816,0.1541213452915948
concrete3k::031_27.jpg,0.38672510271449045,0.33741872103190074,0.27585617625360875
concrete3k::031_28.jpg,0.36315384251917077,0.29148034352966057,0.3453658139511686
concrete3k::031_29.jpg,0.426812577784257,0.22906592609970156,0.3441214961160414
concrete3k::031_31.jpg,0.4775790301697744,0.1560940354239495,0.3663269344062762
concrete3k::032_10.jpg,0.25610442615882484,0.7028474810988152,0.04104809274235997
concrete3k::032_11.jpg,0.20024409049333314,0.26126936119431404,0.5384865483123529
concrete3k::032_19.jpg,0.16184021052077152,0.3543016722560339,0.48385811722319466
concrete3k::032_2.jpg,0.5394504187096636,0.2732188669788592,0.18733071431147724
concrete3k::032_20.jpg,0.41604518575065974,0.38829576134307797,0.1956590529062623
concrete3k::032_28.jpg,0.22198082510659806,0.18281358744189302,0.5952055874515089
concrete3k::032_37.jpg,0.42026144923725106,0.24682868912550637,0.3329098616372426
concrete3k::032_45.jpg,0.39229852626575823,0.28251162527844226,0.32518984845579957
concrete3k::034_10.jpg,0.3360276251965015,0.536957943004964,0.12701443179853447
concrete3k::034_11.jpg,0.3821724970691061,0.37170958001350907,0.2461179229173849
concrete3k::034_19.jpg,0.28770030743960334,0.3171710870099594,0.39512860555043733
concrete3k::034_2.jpg,0.262471700626694,0.4963894247357678,0.24113887463753825
concrete3k::034_28.jpg,0.405237813675798,0.40786475049402976,0.18689743583017224
concrete3k::034_37.jpg,0.33000470667798026,0.5445635214373777,0.12543177188464205
concrete3k::034_45.jpg,0.381250762458932,0.40073736590728615,0.21801187163378186
concrete3k::034_46.jpg,0.3862124359597816,0.5000123078375313,0.11377525620268708
concrete3k::035_10.jpg,0.4342655637668127,0.42024608497673493,0.14548835125645249
concrete3k::035_19.jpg,0.2771429253780347,0.46463182106875495,0.2582252535532104
concrete3k::035_37.jpg,0.5327924713420272,0.2990517383249413,0.16815579033303146
concrete3k::035_46.jpg,0.3492180238139829,0.5867669269908568,0.06401504919516028
concrete3k::035_9.jpg,0.22416893988601405,0.33068298936451423,0.4451480707494717
concrete3k::036_11.jpg,0.21402373088005694,0.5033026945307325,0.2826735745892105
concrete3k::036_21.jpg,0.301125616035326,0.2418520850370857,0.45702229892758844
concrete3k::036_29.jpg,0.5245407190335074,0.11924706837493426,0.3562122125915582
concrete3k::036_30.jpg,0.3943450835417617,0.21650736841863788,0.38914754803960055
concrete3k::036_39.jpg,0.13899434142378989,0.40646465891114764,0.45454099966506234
concrete3k::036_8.jpg,0.10097690166297653,0.4055387599473175,0.493484338389706
concrete3k::036_9.jpg,0.08442701161054728,0.34371872193089914,0.5718542664585536
concrete3k::037_16.jpg,0.27087878270150034,0.34571657956721097,0.38340463773128863
concrete3k::037_19.jpg,0.5302939888559203,0.16668806027171645,0.3030179508723632
concrete3k::037_20.jpg,0.20930379795493026,0.5999229914095893,0.1907732106354805
concrete3k::037_22.jpg,0.2957249344907873,0.3453560983270832,0.35891896718212957
concrete3k::037_31.jpg,0.43101572701560126,0.4765574954944138,0.09242677748998493
concrete3k::037_39.jpg,0.2232681715399239,0.6294385460229814,0.14729328243709466
concrete3k::038_0.jpg,0.3745025137964943,0.25104741340151826,0.3744500728019875
concrete3k::038_1.jpg,0.1260982135920344,0.15888421889397916,0.7150175675139864
concrete3k::038_10.jpg,0.6480185617573123,0.07869691462503953,0.2732845236176482
concrete3k::038_18.jpg,0.2634205833041613,0.21813383001130107,0.5184455866845377
concrete3k::038_19.jpg,0.43972552869624654,0.2192879601944887,0.34098651110926487
concrete3k::038_8.jpg,0.5110441712714519,0.3269326842642638,0.16202314446428442
concrete3k::039_20.jpg,0.2032192961722082,0.5225843601324078,0.274196343695384
concrete3k::039_24.jpg,0.17854181919648313,0.3718570491060688,0.4496011316974481
concrete3k::039_37.jpg,0.5629201805550736,0.21504988724991334,0.22202993219501285
