image_id,category,domain,physical_group,delta_iou,umap_1,umap_2,p_degraded,p_neutral,p_improved
khanhha_original::CFD_001.jpg,improved,khanhha,khanhha::CFD_001,0.0160206424062502,12.396968,9.189543,0.4286656677722931,0.16175830364227295,0.4095759987831116
khanhha_original::CFD_007.jpg,improved,khanhha,khanhha::CFD_007,0.0368783116067982,12.37512,9.17477,0.36673879623413086,0.17284031212329865,0.4604208469390869
khanhha_original::CFD_011.jpg,improved,khanhha,khanhha::CFD_011,0.0800074283198405,12.393267,9.174948,0.14060112833976746,0.22851088643074036,0.6308879852294922
khanhha_original::CFD_013.jpg,degraded,khanhha,khanhha::CFD_013,-0.0613781602241744,12.410404,9.191601,0.31954291462898254,0.3745858073234558,0.30587124824523926
khanhha_original::CFD_014.jpg,improved,khanhha,khanhha::CFD_014,0.0547757300976464,12.394377,9.177107,0.37983718514442444,0.12001819163560867,0.5001446008682251
khanhha_original::CFD_019.jpg,neutral,khanhha,khanhha::CFD_019,-0.0013922859597681,12.401942,9.18209,0.4150470793247223,0.27641043066978455,0.30854249000549316
khanhha_original::CFD_037.jpg,degraded,khanhha,khanhha::CFD_037,-0.0205260675392577,12.3983,9.183409,0.26854753494262695,0.2120625227689743,0.5193899273872375
khanhha_original::CFD_040.jpg,degraded,khanhha,khanhha::CFD_040,-0.0280389784482379,12.366154,9.180879,0.3537278473377228,0.4320151209831238,0.21425698697566986
khanhha_original::CFD_047.jpg,improved,khanhha,khanhha::CFD_047,0.0217954926167799,12.32629,9.239665,0.5931271314620972,0.16965092718601227,0.23722198605537415
khanhha_original::CFD_070.jpg,neutral,khanhha,khanhha::CFD_070,-0.0080938631677056,12.375608,9.214937,0.24425724148750305,0.27908673882484436,0.476656049489975
khanhha_original::CFD_080.jpg,improved,khanhha,khanhha::CFD_080,0.0120839244730493,10.362574,8.396253,0.3861500322818756,0.37866345047950745,0.23518654704093933
khanhha_original::CFD_082.jpg,degraded,khanhha,khanhha::CFD_082,-0.0398716358043381,12.391825,9.171358,0.3868982791900635,0.14545412361621857,0.46764764189720154
khanhha_original::CFD_084.jpg,improved,khanhha,khanhha::CFD_084,0.0597371403006901,12.409107,9.189705,0.11128310114145279,0.6042212843894958,0.28449568152427673
khanhha_original::CFD_088.jpg,degraded,khanhha,khanhha::CFD_088,-0.0454029550117173,12.441434,9.224279,0.1660614162683487,0.5166237950325012,0.3173148036003113
khanhha_original::CFD_108.jpg,neutral,khanhha,khanhha::CFD_108,-0.0068110767920225,12.449308,9.23218,0.17353184521198273,0.24491018056869507,0.5815579891204834
khanhha_original::CFD_109.jpg,improved,khanhha,khanhha::CFD_109,0.0193410891539252,12.437663,9.243633,0.15156468749046326,0.3838455379009247,0.4645897150039673
khanhha_original::CFD_111.jpg,neutral,khanhha,khanhha::CFD_111,0.0075290681424338,12.412714,9.213261,0.33207523822784424,0.16804492473602295,0.4998798668384552
khanhha_original::CFD_118.jpg,neutral,khanhha,khanhha::CFD_118,-0.0089024981629597,12.401902,9.225393,0.1844443380832672,0.3629211187362671,0.4526344835758209
khanhha_original::CRACK500_20160222_080933_361_1.jpg,neutral,khanhha,khanhha::CRACK500_20160222_080933,-0.0001034083007714,14.102371,12.835646,0.48299023509025574,0.25446921586990356,0.2625405490398407
khanhha_original::CRACK500_20160222_081031_641_361.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081031,0.0009619976249003,18.384876,3.8371718,0.23448258638381958,0.6129271388053894,0.15259025990962982
khanhha_original::CRACK500_20160222_081102_1921_721.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081102,-0.0073055137365258,17.673573,4.0533404,0.2650400996208191,0.4763529598712921,0.2586069107055664
khanhha_original::CRACK500_20160222_081102_1_721.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081102,-0.00359477124183,11.514298,13.055011,0.1579935997724533,0.5167433619499207,0.32526299357414246
khanhha_original::CRACK500_20160222_081111_641_361.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081111,0.0061497069074433,13.704613,12.69554,0.3127245604991913,0.4041244387626648,0.2831510305404663
khanhha_original::CRACK500_20160222_081113_1921_721.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081113,-0.008104944479948,17.479185,4.0964546,0.44849061965942383,0.35478317737579346,0.19672620296478271
khanhha_original::CRACK500_20160222_081839_1_721.jpg,improved,khanhha,khanhha::CRACK500_20160222_081839,0.0483752525291589,17.538025,4.226701,0.05290130525827408,0.8188298344612122,0.12826883792877197
khanhha_original::CRACK500_20160222_081908_641_721.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081908,0.0068331924321738,17.539251,4.3220572,0.07271882146596909,0.668010950088501,0.25927025079727173
