image_id,umap_1,umap_2
khanhha_original::CFD_001.jpg,9.950555,3.9261403
khanhha_original::CFD_007.jpg,9.877888,3.836095
khanhha_original::CFD_011.jpg,10.006912,4.0135403
khanhha_original::CFD_013.jpg,9.949654,3.9684608
khanhha_original::CFD_014.jpg,9.933178,3.9014843
khanhha_original::CFD_019.jpg,9.95326,3.9280741
khanhha_original::CFD_037.jpg,9.933856,3.9046426
khanhha_original::CFD_040.jpg,9.986928,3.9709768
khanhha_original::CFD_047.jpg,10.01087,4.004635
khanhha_original::CFD_070.jpg,9.819592,3.7721338
khanhha_original::CFD_080.jpg,7.6552253,1.0560286
khanhha_original::CFD_082.jpg,9.950259,3.9204416
khanhha_original::CFD_084.jpg,9.949407,3.9189599
khanhha_original::CFD_088.jpg,9.840893,3.7910452
khanhha_original::CFD_108.jpg,9.843979,3.7952502
khanhha_original::CFD_109.jpg,9.8509655,3.8003774
khanhha_original::CFD_111.jpg,9.832875,3.7827432
khanhha_original::CFD_118.jpg,9.805046,3.7501354
khanhha_original::CRACK500_20160222_080933_361_1.jpg,12.928036,9.003477
khanhha_original::CRACK500_20160222_081031_641_361.jpg,1.1155332,14.860206
khanhha_original::CRACK500_20160222_081102_1921_721.jpg,1.8551959,14.497177
khanhha_original::CRACK500_20160222_081102_1_721.jpg,14.482776,6.489885
khanhha_original::CRACK500_20160222_081111_641_361.jpg,12.751944,8.722203
khanhha_original::CRACK500_20160222_081113_1921_721.jpg,2.0163572,14.463189
khanhha_original::CRACK500_20160222_081839_1_721.jpg,1.7590454,14.167911
khanhha_original::CRACK500_20160222_081908_641_721.jpg,1.799886,14.158246
khanhha_original::CRACK500_20160222_114759_1921_361.jpg,1.194793,14.912506
khanhha_original::CRACK500_20160222_114759_1921_721.jpg,1.0068653,14.89459
khanhha_original::CRACK500_20160222_114759_641_361.jpg,1.3572761,14.779395
khanhha_original::CRACK500_20160222_115219_1281_721.jpg,1.9517609,14.101657
khanhha_original::CRACK500_20160222_115224_1281_1081.jpg,2.0095773,14.13768
khanhha_original::CRACK500_20160222_115224_1281_361.jpg,1.8612279,14.066624
khanhha_original::CRACK500_20160222_115305_1281_1081.jpg,1.8705984,14.076235
khanhha_original::CRACK500_20160222_115305_1921_361.jpg,1.9316301,14.05084
khanhha_original::CRACK500_20160222_115305_641_1.jpg,1.9588851,14.0680065
khanhha_original::CRACK500_20160222_115305_641_721.jpg,1.9161074,14.109166
khanhha_original::CRACK500_20160222_115324_1281_721.jpg,2.0040786,14.050606
khanhha_original::CRACK500_20160222_115324_641_1081.jpg,2.005459,14.178296
khanhha_original::CRACK500_20160222_115519_641_721.jpg,1.167159,5.884261
khanhha_original::CRACK500_20160222_115828_641_1.jpg,1.1788607,5.923283
khanhha_original::CRACK500_20160222_115833_1921_1081.jpg,1.1790292,5.9293723
khanhha_original::CRACK500_20160222_115833_641_361.jpg,1.1874324,5.95069
khanhha_original::CRACK500_20160222_115843_1281_361.jpg,1.1815038,5.9469357
khanhha_original::CRACK500_20160222_115847_1281_361.jpg,1.1395893,5.945312
khanhha_original::CRACK500_20160222_115847_641_361.jpg,1.1516572,5.977585
