image_id,umap_1,umap_2
khanhha_original::CFD_001.jpg,2.049608,10.589259
khanhha_original::CFD_007.jpg,2.0971618,10.431596
khanhha_original::CFD_011.jpg,2.0461528,11.174896
khanhha_original::CFD_013.jpg,2.2315755,10.029585
khanhha_original::CFD_014.jpg,2.0466087,10.582702
khanhha_original::CFD_019.jpg,2.2170012,10.136449
khanhha_original::CFD_037.jpg,2.7166483,8.916927
khanhha_original::CFD_040.jpg,2.1863966,9.9445915
khanhha_original::CFD_047.jpg,1.9310876,10.1504545
khanhha_original::CFD_070.jpg,2.1309893,10.413169
khanhha_original::CFD_080.jpg,2.9015102,8.673981
khanhha_original::CFD_082.jpg,2.0718858,10.595393
khanhha_original::CFD_084.jpg,2.2182016,10.063684
khanhha_original::CFD_088.jpg,2.1444056,10.433145
khanhha_original::CFD_108.jpg,2.1241274,10.46633
khanhha_original::CFD_109.jpg,2.0774412,10.505485
khanhha_original::CFD_111.jpg,2.0890665,10.513982
khanhha_original::CFD_118.jpg,2.1133568,10.485061
khanhha_original::CRACK500_20160222_080933_361_1.jpg,6.9920635,10.467751
khanhha_original::CRACK500_20160222_081031_641_361.jpg,7.974567,2.1530683
khanhha_original::CRACK500_20160222_081102_1921_721.jpg,6.974019,2.270582
khanhha_original::CRACK500_20160222_081102_1_721.jpg,5.6819844,2.1435797
khanhha_original::CRACK500_20160222_081111_641_361.jpg,6.9045286,2.3092163
khanhha_original::CRACK500_20160222_081113_1921_721.jpg,6.8586245,2.1919703
khanhha_original::CRACK500_20160222_081839_1_721.jpg,6.7709002,2.4433486
khanhha_original::CRACK500_20160222_081908_641_721.jpg,6.749872,2.4117866
khanhha_original::CRACK500_20160222_114759_1921_361.jpg,7.5496454,2.0607147
khanhha_original::CRACK500_20160222_114759_1921_721.jpg,7.718095,2.1123068
khanhha_original::CRACK500_20160222_114759_641_361.jpg,7.175927,2.2807143
khanhha_original::CRACK500_20160222_115219_1281_721.jpg,6.491055,2.27359
khanhha_original::CRACK500_20160222_115224_1281_1081.jpg,6.430086,2.1883385
khanhha_original::CRACK500_20160222_115224_1281_361.jpg,4.2501473,5.777448
khanhha_original::CRACK500_20160222_115305_1281_1081.jpg,6.6987123,2.2875905
khanhha_original::CRACK500_20160222_115305_1921_361.jpg,6.2538056,2.2699406
khanhha_original::CRACK500_20160222_115305_641_1.jpg,6.397114,2.2151093
