image_id,category,domain,physical_group,delta_iou,umap_1,umap_2,p_degraded,p_neutral,p_improved
khanhha_original::CFD_001.jpg,improved,khanhha,khanhha::CFD_001,0.0160206424062502,10.041511,1.602018,0.38254600763320923,0.21226832270622253,0.40518561005592346
khanhha_original::CFD_007.jpg,improved,khanhha,khanhha::CFD_007,0.0368783116067982,10.007052,1.5707294,0.37335005402565,0.14541248977184296,0.4812374711036682
khanhha_original::CFD_011.jpg,improved,khanhha,khanhha::CFD_011,0.0800074283198405,10.101679,1.6687256,0.17857927083969116,0.16779786348342896,0.6536228656768799
khanhha_original::CFD_013.jpg,degraded,khanhha,khanhha::CFD_013,-0.0613781602241744,10.050977,1.6262332,0.4074441194534302,0.32768118381500244,0.2648746073246002
khanhha_original::CFD_014.jpg,improved,khanhha,khanhha::CFD_014,0.0547757300976464,10.039466,1.5995356,0.3495415151119232,0.1756603717803955,0.4747980833053589
khanhha_original::CFD_019.jpg,neutral,khanhha,khanhha::CFD_019,-0.0013922859597681,10.047221,1.6136445,0.42796167731285095,0.30632540583610535,0.2657129168510437
khanhha_original::CFD_037.jpg,degraded,khanhha,khanhha::CFD_037,-0.0205260675392577,10.047214,1.6117077,0.38155046105384827,0.17838655412197113,0.4400630295276642
khanhha_original::CFD_040.jpg,degraded,khanhha,khanhha::CFD_040,-0.0280389784482379,10.067808,1.6354249,0.3576227128505707,0.5015980005264282,0.1407792717218399
khanhha_original::CFD_047.jpg,improved,khanhha,khanhha::CFD_047,0.0217954926167799,10.040522,1.6141466,0.5760228037834167,0.12743236124515533,0.2965448200702667
khanhha_original::CFD_070.jpg,neutral,khanhha,khanhha::CFD_070,-0.0080938631677056,9.921795,1.5040369,0.2825814485549927,0.3147498667240143,0.40266868472099304
khanhha_original::CFD_080.jpg,improved,khanhha,khanhha::CFD_080,0.0120839244730493,6.8439884,0.29359645,0.2736068069934845,0.2779150903224945,0.4484780430793762
khanhha_original::CFD_082.jpg,degraded,khanhha,khanhha::CFD_082,-0.0398716358043381,10.060537,1.6285982,0.43665623664855957,0.16422729194164276,0.39911654591560364
khanhha_original::CFD_084.jpg,improved,khanhha,khanhha::CFD_084,0.0597371403006901,10.0525255,1.6143118,0.1420997828245163,0.5836044549942017,0.27429574728012085
khanhha_original::CFD_088.jpg,degraded,khanhha,khanhha::CFD_088,-0.0454029550117173,9.95814,1.5322986,0.2727842628955841,0.3876371383666992,0.3395785987377167
khanhha_original::CFD_108.jpg,neutral,khanhha,khanhha::CFD_108,-0.0068110767920225,9.9768505,1.553314,0.25205591320991516,0.24405108392238617,0.5038930177688599
khanhha_original::CFD_109.jpg,improved,khanhha,khanhha::CFD_109,0.0193410891539252,9.947563,1.5349417,0.1791999638080597,0.5143688917160034,0.3064311444759369
khanhha_original::CFD_111.jpg,neutral,khanhha,khanhha::CFD_111,0.0075290681424338,9.964241,1.5357292,0.41120415925979614,0.17562183737754822,0.413174033164978
khanhha_original::CFD_118.jpg,neutral,khanhha,khanhha::CFD_118,-0.0089024981629597,9.934893,1.5129604,0.24597738683223724,0.3499402701854706,0.40408238768577576
khanhha_original::CRACK500_20160222_080933_361_1.jpg,neutral,khanhha,khanhha::CRACK500_20160222_080933,-0.0001034083007714,10.022087,8.51477,0.31911489367485046,0.29508182406425476,0.3858032524585724
khanhha_original::CRACK500_20160222_081031_641_361.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081031,0.0009619976249003,3.8792446,14.5010605,0.18374548852443695,0.6691476106643677,0.14710690081119537
khanhha_original::CRACK500_20160222_081102_1921_721.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081102,-0.0073055137365258,3.498881,13.725709,0.24117136001586914,0.5291730761528015,0.22965556383132935
