image_id,category,domain,physical_group,delta_iou,umap_1,umap_2,p_degraded,p_neutral,p_improved
khanhha_original::CFD_001.jpg,improved,khanhha,khanhha::CFD_001,0.0160206424062502,0.73765194,11.66911,0.5385599136352539,0.04436025395989418,0.417079895734787
khanhha_original::CFD_007.jpg,improved,khanhha,khanhha::CFD_007,0.0368783116067982,0.7383375,11.681405,0.32858482003211975,0.06113409996032715,0.6102809906005859
khanhha_original::CFD_011.jpg,improved,khanhha,khanhha::CFD_011,0.0800074283198405,0.7505457,11.661025,0.3202511966228485,0.17872054874897003,0.5010282397270203
khanhha_original::CFD_013.jpg,degraded,khanhha,khanhha::CFD_013,-0.0613781602241744,0.7385061,11.673691,0.4978142976760864,0.08664154261350632,0.4155441224575043
khanhha_original::CFD_014.jpg,improved,khanhha,khanhha::CFD_014,0.0547757300976464,0.7425301,11.660584,0.42713427543640137,0.12135302275419235,0.45151272416114807
khanhha_original::CFD_019.jpg,neutral,khanhha,khanhha::CFD_019,-0.0013922859597681,0.74440455,11.669298,0.659106433391571,0.17859861254692078,0.1622949242591858
khanhha_original::CFD_037.jpg,degraded,khanhha,khanhha::CFD_037,-0.0205260675392577,0.7464004,11.689895,0.21410037577152252,0.09819161146879196,0.6877079606056213
khanhha_original::CFD_040.jpg,degraded,khanhha,khanhha::CFD_040,-0.0280389784482379,0.7477195,11.6714735,0.6494433283805847,0.11394956707954407,0.236607164144516
khanhha_original::CFD_047.jpg,improved,khanhha,khanhha::CFD_047,0.0217954926167799,0.7566703,11.543199,0.2786119878292084,0.12655672430992126,0.5948312878608704
khanhha_original::CFD_070.jpg,neutral,khanhha,khanhha::CFD_070,-0.0080938631677056,0.73072857,11.623437,0.3859219253063202,0.3208616077899933,0.2932164967060089
khanhha_original::CFD_080.jpg,improved,khanhha,khanhha::CFD_080,0.0120839244730493,-2.4830942,7.6656632,0.37504199147224426,0.4184436798095703,0.2065143585205078
khanhha_original::CFD_082.jpg,degraded,khanhha,khanhha::CFD_082,-0.0398716358043381,0.77485067,11.666838,0.30681341886520386,0.48499974608421326,0.2081867754459381
khanhha_original::CFD_084.jpg,improved,khanhha,khanhha::CFD_084,0.0597371403006901,0.7424769,11.68328,0.24372315406799316,0.14537136256694794,0.6109054684638977
khanhha_original::CFD_088.jpg,degraded,khanhha,khanhha::CFD_088,-0.0454029550117173,0.6823319,11.698259,0.3452928960323334,0.2843278646469116,0.3703792691230774
khanhha_original::CFD_108.jpg,neutral,khanhha,khanhha::CFD_108,-0.0068110767920225,0.7334695,11.673185,0.1302400529384613,0.1781250685453415,0.6916348338127136
khanhha_original::CFD_109.jpg,improved,khanhha,khanhha::CFD_109,0.0193410891539252,0.7211604,11.68025,0.1582946926355362,0.46729016304016113,0.3744150996208191
khanhha_original::CFD_111.jpg,neutral,khanhha,khanhha::CFD_111,0.0075290681424338,0.7505013,11.677645,0.33185645937919617,0.10188300907611847,0.566260576248169
khanhha_original::CFD_118.jpg,neutral,khanhha,khanhha::CFD_118,-0.0089024981629597,0.7379755,11.658616,0.16946415603160858,0.36147743463516235,0.4690583646297455
khanhha_original::CRACK500_20160222_080933_361_1.jpg,neutral,khanhha,khanhha::CRACK500_20160222_080933,-0.0001034083007714,6.8833203,11.632771,0.29798147082328796,0.08703941106796265,0.6149791479110718
khanhha_original::CRACK500_20160222_081031_641_361.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081031,0.0009619976249003,16.476522,0.15551263,0.21215753257274628,0.7259239554405212,0.061918552964925766
khanhha_original::CRACK500_20160222_081102_1921_721.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081102,-0.0073055137365258,16.11852,1.0086675,0.15866176784038544,0.2773711085319519,0.5639671683311462
khanhha_original::CRACK500_20160222_081102_1_721.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081102,-0.00359477124183,4.549608,11.128916,0.21624861657619476,0.6308273077011108,0.1529240608215332
khanhha_original::CRACK500_20160222_081111_641_361.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081111,0.0061497069074433,6.7890325,12.364535,0.23942726850509644,0.5493932962417603,0.21117939054965973
khanhha_original::CRACK500_20160222_081113_1921_721.jpg,neutral,khanhha,khanhha::CRACK500_20160222_081113,-0.008104944479948,16.052227,1.2309425,0.15726272761821747,0.3650559186935425,0.47768133878707886
khanhha_original::CRACK500_20160222_081839_1_721.jpg,improved,khanhha,khanhha::CRACK500_20160222_081839,0.0483752525291589,15.739819,1.1902338,0.1178530752658844,0.5441184043884277,0.33802852034568787
