image_id,degraded,neutral,improved
khanhha_original::CFD_007.jpg,0.4466086394036384,0.18334987872705286,0.3700414818693089
khanhha_original::CFD_013.jpg,0.45282600110973675,0.3521692431852249,0.19500475570503847
khanhha_original::CFD_014.jpg,0.40337262959890846,0.2297170143879177,0.36691035601317384
khanhha_original::CFD_047.jpg,0.622169978373206,0.15857176534800635,0.2192582562787876
khanhha_original::CFD_082.jpg,0.4861677194454937,0.1991798978464841,0.31465238270802215
khanhha_original::CRACK500_20160222_081111_641_361.jpg,0.3730779349660452,0.48197120018761364,0.1449508648463411
khanhha_original::CRACK500_20160222_081113_1921_721.jpg,0.4726580726872243,0.45889449177131486,0.06844743554146088
khanhha_original::CRACK500_20160222_115305_1281_1081.jpg,0.08650443810212483,0.6669818244857759,0.24651373741209923
khanhha_original::CRACK500_20160222_115305_1921_361.jpg,0.08740716480835199,0.4378757808479127,0.4747170543437353
khanhha_original::CRACK500_20160222_115305_641_1.jpg,0.12232701510639839,0.5218258898982491,0.3558470949953525
khanhha_original::CRACK500_20160222_115305_641_721.jpg,0.07989727571775002,0.5898030866309307,0.3302996376513192
khanhha_original::CRACK500_20160222_115828_641_1.jpg,0.1945036205440983,0.3260294337281193,0.47946694572778237
khanhha_original::CRACK500_20160222_164825_641_721.jpg,0.2228452198631618,0.6680628198109265,0.10909196032591155
khanhha_original::CRACK500_20160222_164851_641_1081.jpg,0.5242193090517899,0.32999165880049375,0.14578903214771635
khanhha_original::CRACK500_20160222_165218_641_1.jpg,0.39041144557635415,0.2338497079950058,0.37573884642864
khanhha_original::CRACK500_20160222_165909_1281_1081.jpg,0.38399087192980935,0.3421382885375168,0.2738708395326738
khanhha_original::CRACK500_20160222_165926_1281_721.jpg,0.3094011468086046,0.5680457375165526,0.12255311567484285
khanhha_original::CRACK500_20160222_165947_1921_721.jpg,0.14844353224649748,0.7930147591232884,0.05854170863021398
khanhha_original::CRACK500_20160302_155848_1281_361.jpg,0.5584417916902161,0.18427646050437002,0.2572817478054138
khanhha_original::CRACK500_20160302_155848_1921_361.jpg,0.3681959387368071,0.4260437424767876,0.20576031878640522
khanhha_original::CRACK500_20160302_155848_641_721.jpg,0.19419407948141218,0.660512540765629,0.1452933797529587
khanhha_original::CRACK500_20160302_160033_641_361.jpg,0.34771641844161216,0.31163388657930347,0.3406496949790843
khanhha_original::CRACK500_20160303_092627_641_721.jpg,0.2318358499182585,0.30052297776604003,0.46764117231570157
khanhha_original::CRACK500_20160303_093400_641_1.jpg,0.17008089106167873,0.6596431651725775,0.17027594376574384
khanhha_original::CRACK500_20160303_093400_641_721.jpg,0.24235757421948137,0.650800396509628,0.10684202927089081
khanhha_original::CRACK500_20160307_145259_1921_721.jpg,0.3270584738970615,0.4895179824984538,0.18342354360448485
khanhha_original::CRACK500_20160307_145259_1_361.jpg,0.04966910979424712,0.8672698506059325,0.08306103959982031
khanhha_original::CRACK500_20160307_164214_1281_1081.jpg,0.06761164935902257,0.8795261597820854,0.052862190858892134
khanhha_original::CRACK500_20160307_164214_1_721.jpg,0.23636579885196732,0.7312132023615597,0.032420998786472935
khanhha_original::CRACK500_20160307_164226_1921_721.jpg,0.23070515529333266,0.7212624426576703,0.04803240204899695
khanhha_original::CRACK500_20160307_164226_1_721.jpg,0.1336608118189107,0.7895408771750545,0.07679831100603475
khanhha_original::CRACK500_20160307_164226_641_721.jpg,0.06459930022786924,0.9060808907823535,0.02931980898977739
khanhha_original::CRACK500_20160308_073245_1_361.jpg,0.2541478938714419,0.654392668330132,0.09145943779842604
khanhha_original::CRACK500_20160308_073245_641_1.jpg,0.30734453012866736,0.6212755710181208,0.07137989885321185
khanhha_original::CRACK500_20160308_074702_1281_361.jpg,0.22864371604178124,0.175967795494207,0.5953884884640118
khanhha_original::CRACK500_20160308_074702_1921_361.jpg,0.18251120791101527,0.4222271077709017,0.3952616843180829
khanhha_original::CRACK500_20160308_074702_641_721.jpg,0.1350349072786906,0.35499526834307366,0.5099698243782357
khanhha_original::CRACK500_20160308_155720_1281_361.jpg,0.18156366096146712,0.4308767345526837,0.3875596044858492
