image_id,degraded,neutral,improved
khanhha_original::CFD_007.jpg,0.4091440409667439,0.15613654595066095,0.4347194130825951
khanhha_original::CFD_013.jpg,0.3727842685769314,0.3475738913918468,0.2796418400312219
khanhha_original::CFD_014.jpg,0.36621102010569906,0.22671570503775404,0.4070732748565469
khanhha_original::CFD_047.jpg,0.5051592659249927,0.14907239180748894,0.3457683422675183
khanhha_original::CFD_082.jpg,0.40376833869091144,0.19129928162508195,0.4049323796840065
khanhha_original::CRACK500_20160222_081111_641_361.jpg,0.4163304284442103,0.3638160332048706,0.21985353835091923
khanhha_original::CRACK500_20160222_081113_1921_721.jpg,0.44028422320556315,0.39696634381009643,0.16274943298434028
khanhha_original::CRACK500_20160222_115305_1281_1081.jpg,0.0951457098084682,0.5333748115376676,0.37147947865386416
khanhha_original::CRACK500_20160222_115305_1921_361.jpg,0.09361213046895499,0.36019828503199625,0.5461895844990488
khanhha_original::CRACK500_20160222_115305_641_1.jpg,0.10067897556360071,0.4099471936535445,0.48937383078285474
khanhha_original::CRACK500_20160222_115305_641_721.jpg,0.070825451073908,0.42146850850772355,0.5077060404183684
khanhha_original::CRACK500_20160222_115828_641_1.jpg,0.21531665888051446,0.2909767459825136,0.49370659513697196
khanhha_original::CRACK500_20160222_164825_641_721.jpg,0.19257251094687752,0.5690406877012693,0.23838680135185308
khanhha_original::CRACK500_20160222_164851_641_1081.jpg,0.3795220341079262,0.3206217847234314,0.29985618116864243
khanhha_original::CRACK500_20160222_165218_641_1.jpg,0.31388964251614165,0.2508460898811058,0.4352642676027525
khanhha_original::CRACK500_20160222_165909_1281_1081.jpg,0.36543601393240643,0.2556059745057739,0.3789580115618197
khanhha_original::CRACK500_20160222_165926_1281_721.jpg,0.29251544389179873,0.5343822000013223,0.17310235610687888
khanhha_original::CRACK500_20160222_165947_1921_721.jpg,0.2663133385838845,0.6214256339927282,0.11226102742338726
khanhha_original::CRACK500_20160302_155848_1281_361.jpg,0.3304807651552821,0.20325935051451524,0.4662598843302028
khanhha_original::CRACK500_20160302_155848_1921_361.jpg,0.19499984787789196,0.520973828120506,0.28402632400160205
