image_id,degraded,neutral,improved
facade390::DJ_Wall_1.JPG,0.3636619424056936,0.354832380672595,0.28150567692171147
facade390::DJ_Wall_10.JPG,0.34300113025350293,0.29971606319403477,0.3572828065524622
facade390::DJ_Wall_100.JPG,0.1552237871162731,0.3015806055570476,0.5431956073266793
facade390::DJ_Wall_101.JPG,0.38851081506271223,0.4553358777160092,0.15615330722127863
facade390::DJ_Wall_102.JPG,0.10502263036805952,0.6393984042533594,0.2555789653785812
facade390::DJ_Wall_103.JPG,0.4248351365831208,0.41824597457331175,0.15691888884356747
facade390::DJ_Wall_104.JPG,0.19873581208049731,0.4520339485512045,0.3492302393682981
facade390::DJ_Wall_105.JPG,0.21204466207825443,0.3601745878401985,0.4277807500815471
facade390::DJ_Wall_106.JPG,0.23611223277116275,0.4155380126614413,0.348349754567396
facade390::DJ_Wall_107.JPG,0.2981067337713105,0.3719413210516981,0.3299519451769915
facade390::DJ_Wall_108.JPG,0.11794459755746417,0.4444268046653237,0.4376285977772121
facade390::DJ_Wall_109.JPG,0.1689787248062669,0.4472583554669578,0.38376291972677523
facade390::DJ_Wall_11.JPG,0.2648223101999124,0.36158806098975815,0.37358962881032937
facade390::DJ_Wall_110.JPG,0.13524638580119863,0.6232359814801948,0.24151763271860666
facade390::DJ_Wall_111.JPG,0.33813853420709905,0.5067507096687608,0.15511075612414016
facade390::DJ_Wall_112.JPG,0.2032008878472041,0.48305323189710936,0.3137458802556864
facade390::DJ_Wall_113.JPG,0.16916699567792193,0.36438768306414043,0.4664453212579377
facade390::DJ_Wall_114.JPG,0.11663943971757632,0.6462335935132159,0.23712696676920786
facade390::DJ_Wall_115.JPG,0.1126199524517275,0.6187757354982678,0.2686043120500047
facade390::DJ_Wall_116.JPG,0.07886149712821472,0.6957780673141017,0.2253604355576835
facade390::DJ_Wall_117.JPG,0.05278085754883294,0.8620716040521066,0.08514753839906053
facade390::DJ_Wall_118.JPG,0.10325487058633975,0.5501794442006983,0.34656568521296194
facade390::DJ_Wall_119.JPG,0.17763453543976082,0.37866267529345554,0.44370278926678375
facade390::DJ_Wall_12.JPG,0.08635190728636084,0.6623380426989744,0.25131005001466467
facade390::DJ_Wall_120.JPG,0.30089831007854023,0.11230153424338628,0.5868001556780735
facade390::DJ_Wall_121.JPG,0.1883046992032738,0.5275932334433604,0.28410206735336585
facade390::DJ_Wall_122.JPG,0.21150657201581347,0.4293012255132745,0.359192202470912
facade390::DJ_Wall_123.JPG,0.19481853523374976,0.3878706971898031,0.4173107675764471
facade390::DJ_Wall_124.JPG,0.15791215831512065,0.43584030759497777,0.40624753408990155
facade390::DJ_Wall_125.JPG,0.3204991581135085,0.4723962708769226,0.2071045710095689
facade390::DJ_Wall_126.JPG,0.28201287490077426,0.2769017614860569,0.44108536361316875
facade390::DJ_Wall_127.JPG,0.19583080661304209,0.4721639498560156,0.3320052435309422
facade390::DJ_Wall_128.JPG,0.13064281563668687,0.6362026425388443,0.2331545418244689
facade390::DJ_Wall_129.JPG,0.22530339257240764,0.43123209814148705,0.3434645092861053
facade390::DJ_Wall_13.JPG,0.11623475356863827,0.7223945652854942,0.16137068114586758
facade390::DJ_Wall_130.JPG,0.29378473599315735,0.5008220209483405,0.2053932430585022
facade390::DJ_Wall_131.JPG,0.2086945047121442,0.37619633573716865,0.41510915955068706
