image_id,degraded,neutral,improved
khanhha_original::CFD_019.jpg,0.49406242805813055,0.15926352908951716,0.34667404285235215
khanhha_original::CFD_084.jpg,0.31017012299542673,0.2858866770244079,0.4039431999801654
khanhha_original::CFD_109.jpg,0.2558445670009182,0.4480344598270866,0.29612097317199526
khanhha_original::CFD_111.jpg,0.3151933497254182,0.26605371297411784,0.418752937300464
khanhha_original::CRACK500_20160222_080933_361_1.jpg,0.352978874137303,0.23774966900877126,0.40927145685392585
khanhha_original::CRACK500_20160222_081839_1_721.jpg,0.16288445382280067,0.44549950908389285,0.39161603709330645
khanhha_original::CRACK500_20160222_115219_1281_721.jpg,0.4298708587356337,0.2592958471801083,0.310833294084258
khanhha_original::CRACK500_20160222_115324_1281_721.jpg,0.2639960306293472,0.4783805609138811,0.25762340845677184
khanhha_original::CRACK500_20160222_115324_641_1081.jpg,0.17893519422350052,0.6460952086240992,0.17496959715240043
khanhha_original::CRACK500_20160222_164822_1281_1.jpg,0.3627235197584612,0.33182437548850097,0.30545210475303786
khanhha_original::CRACK500_20160222_164822_641_1.jpg,0.41861050460121674,0.4032316484320943,0.17815784696668896
khanhha_original::CRACK500_20160222_164822_641_361.jpg,0.4466348234355756,0.3975422538057719,0.15582292275865256
khanhha_original::CRACK500_20160222_165951_1921_1.jpg,0.2644503783900195,0.34165713937627507,0.3938924822337054
khanhha_original::CRACK500_20160303_091830_361_1281.jpg,0.19738664443464624,0.2955358539172498,0.507077501648104
khanhha_original::CRACK500_20160303_093527_1281_361.jpg,0.1586267126772692,0.2464924589095371,0.5948808284131938
khanhha_original::CRACK500_20160303_093537_1921_1081.jpg,0.2993441398928724,0.20757702215430246,0.4930788379528252
khanhha_original::CRACK500_20160306_103657_1921_721.jpg,0.31710341402152575,0.1036243290565729,0.5792722569219014
khanhha_original::CRACK500_20160306_103657_641_721.jpg,0.20572882937507134,0.6546763339185817,0.13959483670634693
khanhha_original::CRACK500_20160307_144924_1281_361.jpg,0.17217601646944158,0.615775997540647,0.21204798598991142
khanhha_original::CRACK500_20160307_144924_641_361.jpg,0.19343233186989953,0.564455200452267,0.24211246767783345
khanhha_original::CRACK500_20160307_164301_641_361.jpg,0.15319117857374978,0.7454098954757565,0.10139892595049368
khanhha_original::CRACK500_20160307_164517_1921_361.jpg,0.3790450320110485,0.41569034557404966,0.20526462241490182
khanhha_original::CRACK500_20160308_073532_1_361.jpg,0.1518328812718432,0.4131819711849982,0.4349851475431585
khanhha_original::CRACK500_20160308_074321_1921_361.jpg,0.11067095994581548,0.5157940992025914,0.37353494085159317
khanhha_original::CRACK500_20160308_160128_641_361.jpg,0.2178005378509714,0.5739992618885081,0.20820020026052058
khanhha_original::CRACK500_20160308_160128_641_721.jpg,0.3130263915055395,0.47300439361294605,0.21396921488151446
khanhha_original::CRACK500_20160316_142449_1_361.jpg,0.19703392401471914,0.47456200663883913,0.32840406934644184
khanhha_original::CRACK500_20160316_143527_641_1.jpg,0.23176495660629723,0.36076408185854386,0.40747096153515894
khanhha_original::CRACK500_20160316_143547_1281_1081.jpg,0.1576283108147762,0.45447915409293094,0.3878925350922928
khanhha_original::CRACK500_20160316_143629_1281_721.jpg,0.14335329949147463,0.5716726213457296,0.2849740791627957
khanhha_original::CRACK500_20160316_143629_1921_721.jpg,0.22953563711529515,0.43125457813369583,0.339209784751009
khanhha_original::CRACK500_20160318_084343_1281_361.jpg,0.18932478304577577,0.09333880908381305,0.7173364078704112
khanhha_original::CRACK500_20160318_181632_1_1.jpg,0.12410580295618456,0.6888025084730874,0.18709168857072803
khanhha_original::CRACK500_20160318_181632_1_361.jpg,0.1697099736322756,0.4475988433094525,0.38269118305827193
khanhha_original::CRACK500_20160318_181632_641_1.jpg,0.15117325137827842,0.5012415314515073,0.3475852171702144
khanhha_original::CRACK500_20160321_185557_1_361.jpg,0.1196841121900775,0.3708121243744693,0.5095037634354532
khanhha_original::CRACK500_20160321_185557_641_721.jpg,0.10275894611468399,0.67126365046486,0.22597740342045594
khanhha_original::CRACK500_20160326_141812_1281_721.jpg,0.2606959149021677,0.3284381993174742,0.4108658857803581
khanhha_original::CRACK500_20160326_141812_1921_721.jpg,0.167893519784728,0.5616851680677336,0.27042131214753834
khanhha_original::CRACK500_20160326_142403_1921_361.jpg,0.3397242011178989,0.27299720504860203,0.38727859383349905
khanhha_original::CRACK500_20160326_162529_641_361.jpg,0.22942375211422927,0.5050134844101333,0.26556276347563745
khanhha_original::CRACK500_20160328_150821_1281_361.jpg,0.22270514823305435,0.6378745713781655,0.13942028038878015
khanhha_original::CRACK500_20160328_150821_1_721.jpg,0.27619662804036993,0.3394799094747098,0.38432346248492016
khanhha_original::CRACK500_20160328_150821_641_361.jpg,0.17708868145253207,0.612760111281258,0.21015120726620992
